Electric Banana	Remants Of The Day Consignment Shop	State	On	2/27/1900 8:19 PM
Electric Banana	Plum Ferry Service	State	On	2/5/1900 4:14 AM
Electric Banana	Joe's Hospital	State	On	2/10/1900 4:58 PM
Light Bulb	Moe's Mowers	State	Off	2/10/1900 12:32 AM
Electric Banana	Joe's Hospital	State	Off	2/16/1900 1:01 AM
Electric Banana	Main Street	State	On	2/7/1900 12:34 PM
Electric Banana	Joe's Hospital	State	On	2/7/1900 3:12 PM
Electric Banana	Oscar Jones Barn	State	On	2/4/1900 7:14 AM
Light Bulb	Home Base	State	On	2/17/1900 12:57 AM
Light Bulb	Moe's Mowers	State	Off	2/5/1900 10:56 AM
Electric Banana	Grinch's Grocery	State	On	2/23/1900 6:35 PM
Electric Banana	Moe's Mowers	State	On	2/22/1900 3:42 PM
Electric Banana	City Hall	State	Off	2/20/1900 8:32 PM
Electric Banana	Remants Of The Day Consignment Shop	State	Off	2/27/1900 6:37 PM
Light Bulb	Horace Horse	State	On	2/26/1900 1:35 PM
Light Bulb	Happy Gorilla Pub	State	Off	2/22/1900 11:47 AM
Light Bulb	Oscar Jones Home	State	Off	2/1/1900 4:20 AM
Electric Banana	Home Base	State	On	2/24/1900 5:54 AM
Electric Banana	Oscar Jones Home	State	Off	2/27/1900 8:06 PM
Electric Banana	Grinch's Grocery	State	Off	2/17/1900 3:56 AM
Electric Banana	Oscar Jones Front Yard	State	On	2/27/1900 5:26 AM
Electric Banana	Elm Street Railroad Crossing	State	On	2/19/1900 4:51 PM
Electric Banana	Main Street	State	Off	2/26/1900 7:57 PM
Electric Banana	Bellweather Inn	State	Off	2/19/1900 2:20 AM
Light Bulb	Happy Gorilla Pub	State	Off	2/21/1900 8:14 AM
Electric Banana	Joe's Hospital	State	On	2/23/1900 8:16 PM
Electric Banana	Remants Of The Day Consignment Shop	State	Off	2/21/1900 1:07 AM
Electric Banana	Simpson's Barn	State	On	2/18/1900 8:11 PM
Light Bulb	Simpson's Barn	State	On	2/5/1900 8:17 AM
Electric Banana	Moe's Mowers	State	Off	2/3/1900 2:41 AM
Electric Banana	City Hall	State	On	2/19/1900 9:35 AM
Electric Banana	Simpson's House	State	On	2/15/1900 8:38 AM
Light Bulb	Plum Ferry Service	State	Off	2/12/1900 11:16 AM
Electric Banana	Old Beaver Dam	State	Off	2/11/1900 7:48 PM
Light Bulb	Plum Ferry Service	State	On	2/9/1900 7:34 PM
Light Bulb	Home Base	State	Off	2/13/1900 4:34 PM
Light Bulb	Bellweather Inn	State	Off	2/24/1900 5:25 AM
Electric Banana	Main Street	State	Off	2/11/1900 2:28 AM
Electric Banana	Remants Of The Day Consignment Shop	State	Off	2/11/1900 1:40 AM
Electric Banana	Simpson's House	State	On	2/2/1900 8:51 AM
Electric Banana	Happy Gorilla Pub	State	Off	2/26/1900 3:43 AM
Light Bulb	Horace Horse	State	Off	2/4/1900 2:23 PM
Electric Banana	Remants Of The Day Consignment Shop	State	On	2/13/1900 6:14 PM
Electric Banana	Plum Ferry Service	State	On	2/5/1900 8:57 AM
Light Bulb	Joe's Hospital	State	Off	2/15/1900 1:09 PM
Electric Banana	Joe's Hospital	State	On	2/9/1900 3:23 AM
Light Bulb	Oscar Jones Front Yard	State	Off	2/6/1900 6:03 PM
Light Bulb	Elm Street Railroad Crossing	State	Off	2/14/1900 2:16 PM
Light Bulb	Bellweather Inn	State	Off	2/5/1900 12:42 PM
Light Bulb	City Jail	State	On	2/7/1900 6:44 PM
Light Bulb	Grinch's Grocery	State	On	2/7/1900 10:47 AM
Electric Banana	Plum Ferry Service	State	On	2/23/1900 12:14 AM
Electric Banana	Old Beaver Dam	State	Off	2/17/1900 3:19 AM
Electric Banana	Main Street	State	On	2/23/1900 4:29 AM
Light Bulb	Elm Street Railroad Crossing	State	On	2/16/1900 10:32 PM
Electric Banana	Grinch's Grocery	State	On	2/11/1900 11:05 PM
Light Bulb	Oscar Jones Front Yard	State	On	2/17/1900 1:25 AM
Electric Banana	Joe's Hospital	State	Off	2/10/1900 1:19 PM
Light Bulb	Oscar Jones Home	State	Off	2/1/1900 2:09 AM
Light Bulb	Oscar Jones Front Yard	State	Off	2/7/1900 6:06 PM
Electric Banana	Oscar Jones Barn	State	On	2/11/1900 11:16 PM
Electric Banana	Plum Ferry Service	State	Off	2/13/1900 3:57 PM
Electric Banana	Moe's Mowers	State	Off	2/9/1900 9:31 PM
Electric Banana	Bellweather Inn	State	Off	2/12/1900 4:40 PM
Electric Banana	Happy Gorilla Pub	State	Off	2/1/1900 1:08 AM
Light Bulb	SnagglePus Hotel	State	On	2/27/1900 3:40 AM
Electric Banana	Plum Ferry Service	State	Off	2/19/1900 12:18 PM
Electric Banana	Happy Gorilla Pub	State	Off	2/12/1900 1:39 PM
Light Bulb	Oscar Jones Barn	State	Off	2/11/1900 9:11 PM
Electric Banana	Simpson's House	State	On	2/24/1900 3:46 PM
Light Bulb	Oscar Jones Home	State	On	2/24/1900 9:36 AM
Electric Banana	Grinch's Grocery	State	On	2/7/1900 5:50 AM
Electric Banana	Main Street	State	Off	2/15/1900 8:06 PM
Light Bulb	Plum Ferry Service	State	Off	2/16/1900 5:00 PM
Electric Banana	Horace Horse	State	On	2/13/1900 3:55 AM
Light Bulb	Elm Street Railroad Crossing	State	On	2/1/1900 2:33 PM
Light Bulb	Bellweather Inn	State	Off	2/8/1900 12:04 AM
Electric Banana	SnagglePus Hotel	State	On	2/3/1900 7:26 PM
Electric Banana	Simpson's Barn	State	On	2/11/1900 7:31 AM
Electric Banana	Joe's Hospital	State	On	2/23/1900 9:38 AM
Light Bulb	Old Beaver Dam	State	Off	2/5/1900 7:35 AM
Light Bulb	Simpson's House	State	Off	2/2/1900 11:03 PM
Electric Banana	Happy Gorilla Pub	State	On	2/6/1900 5:36 AM
Light Bulb	Bellweather Inn	State	Off	2/4/1900 1:34 PM
Light Bulb	Joe's Hospital	State	Off	2/16/1900 2:06 AM
Electric Banana	Old Beaver Dam	State	Off	2/18/1900 3:31 PM
Light Bulb	Home Base	State	On	2/4/1900 5:35 AM
Light Bulb	Simpson's House	State	On	2/19/1900 8:00 AM
Electric Banana	Horace Horse	State	On	2/3/1900 12:35 PM
Electric Banana	Horace Horse	State	On	2/19/1900 7:55 PM
Electric Banana	Remants Of The Day Consignment Shop	State	On	2/10/1900 12:07 AM
Electric Banana	Bellweather Inn	State	On	2/25/1900 4:49 PM
Light Bulb	Oscar Jones Barn	State	Off	2/16/1900 7:53 PM
Light Bulb	Remants Of The Day Consignment Shop	State	Off	2/1/1900 10:48 AM
Electric Banana	Simpson's Barn	State	Off	2/23/1900 4:41 AM
Light Bulb	SnagglePus Hotel	State	Off	2/15/1900 4:23 AM
Electric Banana	City Jail	State	On	2/22/1900 10:26 PM
Light Bulb	Moe's Mowers	State	On	2/3/1900 5:33 AM
Electric Banana	City Hall	State	On	2/17/1900 5:16 PM
Light Bulb	Grinch's Grocery	State	On	2/18/1900 5:16 PM
Electric Banana	Simpson's House	State	On	2/27/1900 7:20 PM
Electric Banana	Horace Horse	State	Off	2/7/1900 3:04 PM
Light Bulb	Bellweather Inn	State	Off	2/8/1900 9:51 PM
Electric Banana	SnagglePus Hotel	State	On	2/18/1900 4:53 AM
Electric Banana	Main Street	State	On	2/11/1900 4:12 AM
Light Bulb	Simpson's House	State	On	2/25/1900 3:48 AM
Light Bulb	Main Street	State	Off	2/18/1900 1:16 PM
Electric Banana	Horace Horse	State	Off	2/3/1900 2:22 PM
Light Bulb	Simpson's Barn	State	On	2/8/1900 1:36 PM
Electric Banana	Remants Of The Day Consignment Shop	State	On	2/5/1900 7:31 PM
Light Bulb	Simpson's House	State	Off	2/22/1900 1:42 PM
Electric Banana	Bellweather Inn	State	Off	2/15/1900 8:01 PM
Electric Banana	Bellweather Inn	State	Off	2/14/1900 12:44 AM
Light Bulb	Home Base	State	Off	2/22/1900 7:43 PM
Electric Banana	Main Street	State	Off	2/23/1900 8:48 PM
Electric Banana	City Jail	State	Off	2/15/1900 2:29 AM
Electric Banana	Moe's Mowers	State	Off	2/27/1900 4:20 PM
Light Bulb	Plum Ferry Service	State	Off	2/22/1900 8:05 PM
Light Bulb	Simpson's Barn	State	On	2/2/1900 2:46 AM
Light Bulb	Simpson's Barn	State	Off	2/19/1900 2:08 PM
Electric Banana	Main Street	State	Off	2/4/1900 11:17 AM
Light Bulb	Plum Ferry Service	State	On	2/1/1900 8:16 PM
Light Bulb	Oscar Jones Front Yard	State	Off	2/3/1900 5:13 AM
Electric Banana	Grinch's Grocery	State	On	2/27/1900 10:53 PM
Light Bulb	Bellweather Inn	State	On	2/26/1900 12:41 AM
Electric Banana	SnagglePus Hotel	State	On	2/12/1900 11:26 PM
Electric Banana	Happy Gorilla Pub	State	Off	2/22/1900 1:40 PM
Electric Banana	Simpson's House	State	On	2/1/1900 5:06 AM
Light Bulb	Simpson's Barn	State	Off	2/8/1900 1:25 PM
Light Bulb	Simpson's House	State	Off	2/20/1900 8:30 PM
Electric Banana	Home Base	State	On	2/14/1900 1:53 AM
Light Bulb	Joe's Hospital	State	Off	2/13/1900 12:42 PM
Light Bulb	Home Base	State	Off	2/11/1900 11:48 PM
Light Bulb	Bellweather Inn	State	On	2/20/1900 1:01 PM
Electric Banana	Main Street	State	On	2/10/1900 6:21 AM
Light Bulb	Simpson's House	State	Off	2/14/1900 8:26 AM
Light Bulb	Main Street	State	Off	2/5/1900 7:18 PM
Light Bulb	Horace Horse	State	Off	2/6/1900 5:09 PM
Light Bulb	Home Base	State	Off	2/27/1900 9:25 AM
Electric Banana	Oscar Jones Home	State	On	2/8/1900 4:55 PM
Light Bulb	Old Beaver Dam	State	On	2/22/1900 6:51 AM
Electric Banana	City Hall	State	Off	2/1/1900 9:29 PM
Electric Banana	Bellweather Inn	State	On	2/26/1900 6:48 AM
Light Bulb	Simpson's House	State	Off	2/27/1900 2:27 AM
Electric Banana	Elm Street Railroad Crossing	State	On	2/10/1900 4:06 AM
Light Bulb	Home Base	State	On	2/13/1900 2:20 PM
Light Bulb	City Jail	State	Off	2/8/1900 12:03 PM
Electric Banana	Main Street	State	On	2/22/1900 3:45 PM
Light Bulb	Happy Gorilla Pub	State	Off	2/10/1900 5:13 PM
Light Bulb	Main Street	State	On	2/9/1900 11:29 AM
Electric Banana	Grinch's Grocery	State	Off	2/7/1900 11:35 AM
Light Bulb	Plum Ferry Service	State	Off	2/1/1900 10:38 PM
Light Bulb	Oscar Jones Home	State	On	2/20/1900 9:24 AM
Light Bulb	Home Base	State	On	2/9/1900 8:30 AM
Electric Banana	Moe's Mowers	State	On	2/16/1900 11:27 PM
Light Bulb	Simpson's House	State	Off	2/24/1900 2:48 PM
Electric Banana	Horace Horse	State	Off	2/18/1900 9:05 PM
Electric Banana	City Jail	State	Off	2/15/1900 7:40 AM
Electric Banana	Simpson's House	State	On	2/15/1900 8:27 PM
Light Bulb	Joe's Hospital	State	On	2/2/1900 1:35 PM
Electric Banana	Remants Of The Day Consignment Shop	State	Off	2/19/1900 2:22 AM
Electric Banana	Horace Horse	State	On	2/3/1900 12:41 AM
Light Bulb	Moe's Mowers	State	Off	2/24/1900 1:36 AM
Light Bulb	City Hall	State	Off	2/27/1900 12:44 PM
Electric Banana	Remants Of The Day Consignment Shop	State	On	2/11/1900 11:30 AM
Electric Banana	SnagglePus Hotel	State	On	2/1/1900 7:07 PM
Electric Banana	Moe's Mowers	State	On	2/24/1900 10:02 PM
Light Bulb	Horace Horse	State	On	2/15/1900 3:17 PM
Light Bulb	Oscar Jones Barn	State	Off	2/22/1900 2:12 PM
Light Bulb	Horace Horse	State	On	2/22/1900 5:10 PM
Light Bulb	Oscar Jones Barn	State	On	2/25/1900 2:37 AM
Electric Banana	Main Street	State	Off	2/2/1900 6:13 AM
Electric Banana	Oscar Jones Home	State	Off	2/18/1900 7:48 PM
Light Bulb	Main Street	State	On	2/3/1900 4:21 AM
Light Bulb	Simpson's House	State	Off	2/17/1900 6:44 PM
Electric Banana	Plum Ferry Service	State	Off	2/18/1900 5:47 AM
Electric Banana	Simpson's Barn	State	On	2/2/1900 10:51 AM
Light Bulb	Grinch's Grocery	State	Off	2/5/1900 7:33 AM
Light Bulb	Oscar Jones Front Yard	State	On	2/25/1900 1:47 AM
Electric Banana	Bellweather Inn	State	Off	2/9/1900 1:51 AM
Electric Banana	Bellweather Inn	State	On	2/1/1900 6:24 PM
Light Bulb	SnagglePus Hotel	State	On	2/21/1900 9:28 AM
Electric Banana	Joe's Hospital	State	Off	2/23/1900 9:50 PM
Light Bulb	Plum Ferry Service	State	On	2/11/1900 10:38 PM
Light Bulb	Moe's Mowers	State	Off	2/22/1900 12:40 AM
Light Bulb	Joe's Hospital	State	On	2/16/1900 8:24 AM
Electric Banana	Happy Gorilla Pub	State	Off	2/19/1900 11:35 AM
Electric Banana	Joe's Hospital	State	Off	2/4/1900 12:22 AM
Light Bulb	Elm Street Railroad Crossing	State	Off	2/14/1900 7:58 PM
Electric Banana	Plum Ferry Service	State	Off	2/18/1900 8:39 AM
Electric Banana	Home Base	State	On	2/22/1900 8:32 PM
Light Bulb	Moe's Mowers	State	Off	2/24/1900 9:23 AM
Electric Banana	SnagglePus Hotel	State	Off	2/26/1900 9:23 AM
Light Bulb	Remants Of The Day Consignment Shop	State	Off	2/14/1900 1:23 PM
Light Bulb	City Jail	State	Off	2/26/1900 1:52 PM
Electric Banana	Simpson's House	State	Off	2/24/1900 9:29 AM
Light Bulb	Grinch's Grocery	State	Off	2/26/1900 7:41 PM
Light Bulb	Oscar Jones Home	State	Off	2/7/1900 3:13 AM
Light Bulb	Grinch's Grocery	State	Off	2/8/1900 6:23 PM
Light Bulb	SnagglePus Hotel	State	On	2/5/1900 5:31 AM
Light Bulb	Moe's Mowers	State	On	2/3/1900 6:04 PM
Light Bulb	Main Street	State	Off	2/25/1900 11:17 PM
Electric Banana	SnagglePus Hotel	State	Off	2/11/1900 1:41 PM
Light Bulb	SnagglePus Hotel	State	Off	2/9/1900 1:03 AM
Electric Banana	Simpson's House	State	On	2/20/1900 4:38 PM
Light Bulb	Moe's Mowers	State	On	2/2/1900 8:08 AM
Electric Banana	Oscar Jones Barn	State	Off	2/1/1900 4:18 AM
Light Bulb	Moe's Mowers	State	On	2/24/1900 9:56 PM
Electric Banana	Elm Street Railroad Crossing	State	Off	2/21/1900 6:50 AM
Light Bulb	Simpson's House	State	On	2/17/1900 10:59 AM
Electric Banana	SnagglePus Hotel	State	On	2/13/1900 6:02 AM
Electric Banana	Moe's Mowers	State	On	2/6/1900 3:05 PM
Light Bulb	Main Street	State	Off	2/4/1900 10:36 PM
Electric Banana	Elm Street Railroad Crossing	State	On	2/2/1900 4:48 PM
Light Bulb	Bellweather Inn	State	Off	2/14/1900 4:41 AM
Light Bulb	City Hall	State	On	2/19/1900 3:07 AM
Light Bulb	Horace Horse	State	Off	2/2/1900 3:44 PM
Light Bulb	Happy Gorilla Pub	State	On	2/25/1900 4:46 PM
Electric Banana	Grinch's Grocery	State	Off	2/7/1900 2:40 PM
Light Bulb	Happy Gorilla Pub	State	Off	2/19/1900 9:59 PM
Electric Banana	City Hall	State	Off	2/23/1900 11:20 AM
Electric Banana	Remants Of The Day Consignment Shop	State	On	2/7/1900 5:16 AM
Electric Banana	Happy Gorilla Pub	State	On	2/24/1900 11:18 PM
Electric Banana	Simpson's House	State	Off	2/24/1900 5:34 AM
Light Bulb	Oscar Jones Front Yard	State	Off	2/1/1900 11:18 PM
Light Bulb	Elm Street Railroad Crossing	State	On	2/4/1900 3:28 PM
Electric Banana	Moe's Mowers	State	On	2/12/1900 1:12 AM
Light Bulb	Joe's Hospital	State	Off	2/26/1900 5:56 AM
Electric Banana	Old Beaver Dam	State	Off	2/16/1900 5:20 PM
Light Bulb	Simpson's Barn	State	On	2/5/1900 2:50 PM
Electric Banana	Main Street	State	Off	2/19/1900 10:51 AM
Light Bulb	Bellweather Inn	State	Off	2/13/1900 4:03 PM
Light Bulb	Horace Horse	State	On	2/4/1900 11:43 PM
Light Bulb	City Jail	State	On	2/1/1900 1:14 AM
Light Bulb	Oscar Jones Home	State	Off	2/26/1900 7:39 AM
Light Bulb	SnagglePus Hotel	State	On	2/9/1900 4:58 PM
Electric Banana	Happy Gorilla Pub	State	On	2/10/1900 2:15 AM
Light Bulb	Joe's Hospital	State	Off	2/1/1900 7:06 AM
Electric Banana	SnagglePus Hotel	State	Off	2/23/1900 3:07 AM
Electric Banana	Elm Street Railroad Crossing	State	Off	2/6/1900 3:39 PM
Electric Banana	Bellweather Inn	State	On	2/4/1900 8:32 AM
Light Bulb	Home Base	State	Off	2/12/1900 12:00 PM
Light Bulb	Grinch's Grocery	State	Off	2/18/1900 9:02 AM
Light Bulb	Home Base	State	Off	2/21/1900 1:06 PM
Light Bulb	Simpson's Barn	State	On	2/23/1900 12:09 AM
Electric Banana	Bellweather Inn	State	On	2/9/1900 5:12 PM
Electric Banana	Happy Gorilla Pub	State	On	2/18/1900 1:32 AM
Electric Banana	Elm Street Railroad Crossing	State	Off	2/17/1900 11:13 AM
Light Bulb	Home Base	State	Off	2/22/1900 4:17 PM
Light Bulb	Oscar Jones Home	State	On	2/1/1900 5:15 PM
Light Bulb	Moe's Mowers	State	Off	2/18/1900 1:27 PM
Electric Banana	Main Street	State	Off	2/27/1900 9:18 PM
Light Bulb	Simpson's House	State	On	2/24/1900 3:40 PM
Light Bulb	Remants Of The Day Consignment Shop	State	On	2/9/1900 7:12 AM
Electric Banana	Simpson's Barn	State	On	2/25/1900 9:24 PM
Electric Banana	Elm Street Railroad Crossing	State	Off	2/9/1900 10:33 AM
Light Bulb	Bellweather Inn	State	Off	2/16/1900 12:40 PM
Electric Banana	Oscar Jones Barn	State	Off	2/16/1900 8:27 PM
Electric Banana	Bellweather Inn	State	On	2/3/1900 3:53 AM
Light Bulb	Joe's Hospital	State	Off	2/24/1900 2:08 PM
Electric Banana	Old Beaver Dam	State	On	2/8/1900 2:15 AM
Light Bulb	Oscar Jones Front Yard	State	Off	2/3/1900 9:27 AM
Light Bulb	City Jail	State	Off	2/17/1900 10:22 AM
Electric Banana	Happy Gorilla Pub	State	Off	2/9/1900 5:56 PM
Electric Banana	Main Street	State	On	2/25/1900 11:42 AM
Electric Banana	Moe's Mowers	State	Off	2/1/1900 2:12 AM
Electric Banana	Grinch's Grocery	State	Off	2/27/1900 7:06 AM
Light Bulb	Grinch's Grocery	State	On	2/5/1900 9:34 PM
Electric Banana	Elm Street Railroad Crossing	State	On	2/10/1900 1:28 PM
Electric Banana	Simpson's House	State	Off	2/25/1900 3:19 PM
Light Bulb	Oscar Jones Front Yard	State	Off	2/10/1900 8:14 PM
Light Bulb	Oscar Jones Home	State	Off	2/19/1900 9:55 AM
Electric Banana	Remants Of The Day Consignment Shop	State	On	2/21/1900 1:37 AM
Light Bulb	Plum Ferry Service	State	On	2/19/1900 6:08 PM
Light Bulb	Horace Horse	State	On	2/10/1900 2:29 AM
Electric Banana	Remants Of The Day Consignment Shop	State	On	2/20/1900 7:13 AM
Electric Banana	Joe's Hospital	State	Off	2/20/1900 3:28 PM
Light Bulb	SnagglePus Hotel	State	On	2/4/1900 12:33 AM
Light Bulb	Elm Street Railroad Crossing	State	On	2/23/1900 4:30 PM
Electric Banana	Grinch's Grocery	State	Off	2/21/1900 9:09 AM
Light Bulb	Oscar Jones Barn	State	Off	2/7/1900 9:01 PM
Electric Banana	Bellweather Inn	State	Off	2/18/1900 9:20 AM
Light Bulb	Plum Ferry Service	State	On	2/22/1900 4:22 AM
Electric Banana	Happy Gorilla Pub	State	On	2/20/1900 11:17 PM
Light Bulb	Home Base	State	Off	2/5/1900 7:17 PM
Electric Banana	Plum Ferry Service	State	Off	2/7/1900 7:14 PM
Light Bulb	Joe's Hospital	State	On	2/27/1900 9:26 AM
Electric Banana	Oscar Jones Home	State	On	2/20/1900 9:08 PM
Light Bulb	Joe's Hospital	State	Off	2/3/1900 6:15 PM
Light Bulb	Oscar Jones Front Yard	State	On	2/21/1900 3:02 PM
Electric Banana	Old Beaver Dam	State	On	2/22/1900 10:33 PM
Electric Banana	Moe's Mowers	State	On	2/24/1900 4:01 PM
Light Bulb	Simpson's Barn	State	On	2/19/1900 7:50 PM
Light Bulb	Bellweather Inn	State	On	2/2/1900 7:21 PM
Electric Banana	Home Base	State	Off	2/26/1900 10:39 PM
Electric Banana	Oscar Jones Front Yard	State	On	2/7/1900 5:22 AM
Electric Banana	Moe's Mowers	State	On	2/1/1900 10:01 PM
Light Bulb	Joe's Hospital	State	Off	2/3/1900 4:25 AM
Electric Banana	Horace Horse	State	On	2/27/1900 2:16 AM
Electric Banana	Oscar Jones Home	State	On	2/27/1900 9:57 PM
Light Bulb	Grinch's Grocery	State	On	2/10/1900 4:07 PM
Light Bulb	Old Beaver Dam	State	Off	2/23/1900 11:56 PM
Electric Banana	City Jail	State	On	2/21/1900 4:08 AM
Electric Banana	Simpson's House	State	Off	2/1/1900 9:59 AM
Electric Banana	Elm Street Railroad Crossing	State	On	2/23/1900 11:33 AM
Light Bulb	City Hall	State	Off	2/25/1900 7:54 AM
Light Bulb	Horace Horse	State	Off	2/19/1900 7:15 AM
Light Bulb	Oscar Jones Home	State	Off	2/19/1900 6:57 PM
Light Bulb	Elm Street Railroad Crossing	State	On	2/14/1900 2:21 AM
Light Bulb	Home Base	State	On	2/17/1900 1:28 PM
Electric Banana	Oscar Jones Front Yard	State	Off	2/24/1900 7:59 AM
Light Bulb	Horace Horse	State	Off	2/18/1900 2:22 AM
Electric Banana	Plum Ferry Service	State	Off	2/13/1900 4:50 AM
Light Bulb	Happy Gorilla Pub	State	On	2/13/1900 7:32 AM
Electric Banana	Old Beaver Dam	State	On	2/4/1900 8:40 AM
Light Bulb	Simpson's House	State	Off	2/9/1900 5:14 PM
Electric Banana	Happy Gorilla Pub	State	On	2/23/1900 4:32 AM
Electric Banana	Elm Street Railroad Crossing	State	On	2/18/1900 5:50 AM
Electric Banana	Joe's Hospital	State	On	2/22/1900 7:36 PM
Electric Banana	Bellweather Inn	State	On	2/26/1900 1:50 PM
Electric Banana	Joe's Hospital	State	On	2/24/1900 3:21 AM
Electric Banana	Simpson's House	State	On	2/20/1900 11:20 PM
Light Bulb	Grinch's Grocery	State	Off	2/5/1900 6:54 AM
Electric Banana	Plum Ferry Service	State	On	2/6/1900 10:50 AM
Electric Banana	Simpson's House	State	On	2/3/1900 3:51 PM
Electric Banana	City Jail	State	On	2/26/1900 1:28 PM
Electric Banana	Main Street	State	Off	2/13/1900 10:44 AM
Electric Banana	Oscar Jones Home	State	On	2/21/1900 8:06 PM
Light Bulb	Horace Horse	State	On	2/24/1900 9:22 AM
Electric Banana	Oscar Jones Home	State	On	2/22/1900 1:59 AM
Electric Banana	Remants Of The Day Consignment Shop	State	Off	2/20/1900 5:58 PM
Light Bulb	Remants Of The Day Consignment Shop	State	Off	2/21/1900 7:48 AM
Electric Banana	Home Base	State	On	2/9/1900 12:50 AM
Light Bulb	Moe's Mowers	State	On	2/22/1900 5:28 AM
Electric Banana	Simpson's Barn	State	On	2/10/1900 5:29 PM
Electric Banana	Simpson's Barn	State	On	2/15/1900 9:38 AM
Electric Banana	Moe's Mowers	State	Off	2/24/1900 1:59 AM
Electric Banana	Home Base	State	On	2/17/1900 3:43 PM
Light Bulb	Oscar Jones Home	State	Off	2/11/1900 11:28 AM
Light Bulb	Oscar Jones Front Yard	State	On	2/9/1900 1:08 AM
Electric Banana	Moe's Mowers	State	Off	2/14/1900 2:34 PM
Electric Banana	Horace Horse	State	Off	2/1/1900 7:04 PM
Light Bulb	Joe's Hospital	State	On	2/18/1900 9:34 PM
Light Bulb	Elm Street Railroad Crossing	State	Off	2/15/1900 5:11 PM
Light Bulb	SnagglePus Hotel	State	Off	2/11/1900 10:59 AM
Electric Banana	Main Street	State	Off	2/11/1900 7:36 PM
Light Bulb	Main Street	State	On	2/7/1900 4:34 AM
Light Bulb	City Jail	State	On	2/14/1900 10:29 PM
Light Bulb	City Hall	State	On	2/10/1900 12:28 PM
Electric Banana	Happy Gorilla Pub	State	On	2/22/1900 11:35 AM
Light Bulb	Plum Ferry Service	State	On	2/5/1900 8:41 AM
Light Bulb	Remants Of The Day Consignment Shop	State	Off	2/5/1900 12:02 PM
Electric Banana	Old Beaver Dam	State	On	2/12/1900 4:03 PM
Light Bulb	Moe's Mowers	State	Off	2/11/1900 5:39 AM
Electric Banana	Elm Street Railroad Crossing	State	Off	2/20/1900 9:44 AM
Light Bulb	Moe's Mowers	State	On	2/16/1900 9:34 AM
